id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
41645,PK-0012,small_airport,Wateji Airstrip,24.8658,67.4096,149,AS,PK,PK-SD,Wateji,no,,,,,,
18642,K33M,small_airport,Water Valley Municipal Airport,34.16680145263670,-89.68620300292970,270,NA,US,US-MS,Water Valley,no,K33M,,33M,,,
307983,EGUK,closed,Waterbeach Airfield,52.281742,0.184532,19,EU,GB,GB-ENG,Waterbeach,no,,,,,https://en.wikipedia.org/wiki/RAF_Waterbeach,RAF Waterbeach
308225,AQ-0003,closed,González Videla Antarctic Base,-64.824,-62.857,1,AN,AQ,AQ-U-A,Waterboat Point,no,SCGB,,,,https://en.wikipedia.org/wiki/Gonz%C3%A1lez_Videla_Antarctic_Base,
22005,ME90,seaplane_base,Little Ossipee Lake Seaplane Base,43.61309814453130,-70.69640350341800,311,NA,US,US-ME,Waterboro Center,no,ME90,,ME90,,,
8257,1CT3,heliport,St Mary's Heliport,41.55179977416990,-73.03700256347660,300,NA,US,US-CT,Waterbury,no,1CT3,,1CT3,,,
22675,N41,small_airport,Waterbury Airport,41.633399963378900,-73.04679870605470,850,NA,US,US-CT,Waterbury,no,N41,,N41,,,
21373,KWF,seaplane_base,Waterfall Seaplane Base,55.296298980700000,-133.242996216,,NA,US,US-AK,Waterfall,no,KWF,KWF,KWF,,https://en.wikipedia.org/wiki/Waterfall_Seaplane_Base,
9055,25JY,heliport,Heli-Ray Heliport,39.72019958496090,-74.84609985351560,160,NA,US,US-NJ,Waterford,no,25JY,,25JY,,,
2539,EIWF,medium_airport,Waterford Airport,52.187198638916000,-7.0869598388671900,119,EU,IE,IE-WD,Waterford,yes,EIWF,WAT,,http://flywaterford.com/,https://en.wikipedia.org/wiki/Waterford_Airport,
18289,JY30,heliport,Breezy Acres Farm Heliport,39.728599548339800,-74.83660125732420,142,NA,US,US-NJ,Waterford,no,JY30,,JY30,,,
7204,0IA3,small_airport,Hawkeye Airport,42.43470001220700,-92.3280029296875,883,NA,US,US-IA,Waterloo,no,0IA3,,0IA3,,,
7662,10IA,small_airport,Flyers Airport,42.41669845581060,-92.25019836425780,830,NA,US,US-IA,Waterloo,no,10IA,,10IA,,,
9254,29LL,heliport,Monroe County Ambulance Service Heliport,38.33919906616210,-90.1624984741211,630,NA,US,US-IL,Waterloo,no,29LL,,29LL,,,
9431,2IA4,heliport,Cmc At West Ninth Heliport,42.46099853515630,-92.34480285644530,922,NA,US,US-IA,Waterloo,no,2IA4,,2IA4,,,
9749,2SC5,small_airport,Ridgewood Air Airport,34.29169845581060,-82.05390167236330,560,NA,US,US-SC,Waterloo,no,2SC5,,2SC5,,,
10874,3WI2,small_airport,Tesmer Airport,43.152801513671900,-88.9845962524414,925,NA,US,US-WI,Waterloo,no,3WI2,,3WI2,,,
11362,4C2,small_airport,Walker/Rowe Waterloo Airport,41.43119812011720,-84.98159790039060,900,NA,US,US-IN,Waterloo,no,4C2,,4C2,,,
12733,5WI3,small_airport,Der Schwarzwald Airport,43.207801818847700,-89.01709747314450,925,NA,US,US-WI,Waterloo,no,5WI3,,5WI3,,,
17096,D93,small_airport,Airtrek Airport,42.850101470947300,-76.84970092773440,590,NA,US,US-NY,Waterloo,no,D93,,D93,,,
17707,IA29,heliport,Allen Memorial Hospital Heliport,42.52690124511720,-92.339599609375,899,NA,US,US-IA,Waterloo,no,IA29,,IA29,,,
17737,IA60,closed,Iowa Army Natl Guard Heliport,42.556097,-92.399902,866,NA,US,US-IA,Waterloo,no,,,,,,IA60
3375,KALO,medium_airport,Waterloo Regional Airport,42.557098388671900,-92.40029907226560,873,NA,US,US-IA,Waterloo,yes,KALO,ALO,ALO,,https://en.wikipedia.org/wiki/Waterloo_Regional_Airport,
12090,56LL,small_airport,Wade Airport,41.755001068115200,-88.77120208740230,810,NA,US,US-IL,Waterman,no,56LL,,56LL,,,
41279,ZA-0079,small_airport,Bergtop Airport,-22.917943954467800,29.457834243774400,2620,AF,ZA,ZA-NP,Waterpoort,no,,,,,,
13729,72MI,small_airport,Northwoods Airport,46.2859001159668,-89.27749633789060,1642,NA,US,US-MI,Watersmeet,no,72MI,,72MI,,,
11386,4CO1,heliport,Martin Heliport,39.499698638916000,-105.10600280761700,5718,NA,US,US-CO,Waterton,no,4CO1,,4CO1,,,
7518,0SD2,heliport,Prairie Lakes West Heliport,44.91109848022460,-97.11949920654300,1799,NA,US,US-SD,Watertown,no,0SD2,,0SD2,,,
12791,60NY,heliport,Samaritan Medical Center Heliport,43.972198486328100,-75.9083023071289,490,NA,US,US-NY,Watertown,no,60NY,,60NY,,,
13051,66WI,small_airport,J-3 Cub Field,43.07749938964840,-88.66290283203130,860,NA,US,US-WI,Watertown,no,66WI,,66WI,,,
17022,CT67,heliport,A J Oster Co. Heliport,41.6142997742,-73.0593032837,300,NA,US,US-CT,Watertown,no,CT67,,CT67,,,
3383,KART,medium_airport,Watertown International Airport,43.99190139770510,-76.02169799804690,325,NA,US,US-NY,Watertown,yes,KART,ART,ART,,https://en.wikipedia.org/wiki/Watertown_International_Airport,
3385,KATY,medium_airport,Watertown Regional Airport,44.91400146,-97.15470123,1749,NA,US,US-SD,Watertown,yes,KATY,ATY,ATY,,https://en.wikipedia.org/wiki/Watertown_Regional_Airport,
20980,KRYV,small_airport,Watertown Municipal Airport,43.16960144042970,-88.72319793701170,833,NA,US,US-WI,Watertown,no,KRYV,,RYV,,,
25968,WS74,small_airport,Al's Airway Airport,43.16310119628910,-88.82450103759770,825,NA,US,US-WI,Watertown,no,WS74,,WS74,,,
329077,1ME2,heliport,Maine General Medical Center-Waterville Heliport,44.566216,-69.64785,112,NA,US,US-ME,Waterville,no,1ME2,,1ME2,,,
9744,2S5,small_airport,Waterville Airport,47.65599822998050,-120.05599975585900,2645,NA,US,US-WA,Waterville,no,2S5,,2S5,,,
14575,82OH,small_airport,Rocky Ridge Airpark,41.5078010559082,-83.77130126953130,650,NA,US,US-OH,Waterville,no,82OH,,82OH,,,
786,CCW3,small_airport,Waterville / Kings County Municipal Airport,45.0518989563,-64.6517028809,119,NA,CA,CA-NS,Waterville,no,CCW3,,CCW3,,https://en.wikipedia.org/wiki/Waterville/Kings_County_Municipal_Airport,CW3
21385,KWVL,small_airport,Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624,333,NA,US,US-ME,Waterville,no,KWVL,WVL,WVL,,https://en.wikipedia.org/wiki/Waterville_Robert_LaFleur_Airport,
10910,40C,small_airport,Watervliet Municipal Airport,42.20000076293950,-86.25,656,NA,US,US-MI,Watervliet,no,40C,,40C,,,
324449,MI87,heliport,Lakeland Hospital Watervliet Heliport,42.184834,-86.250543,667,NA,US,US-MI,Watervliet,no,MI87,,MI87,,,
30064,EGTI,closed,Leavesden Aerodrome,51.68920135498050,-0.4205560088157650,335,EU,GB,GB-ENG,Watford,no,EGTI,,,,,
29201,EGTR,small_airport,Elstree Airfield,51.6557998657,-0.325832992792,332,EU,GB,GB-ENG,Watford,no,EGTR,,,,,
20997,KS25,small_airport,Watford City Municipal Airport,47.79570007,-103.2539978,2111,NA,US,US-ND,Watford City,no,KS25,,S25,,,
331999,ND05,heliport,MCHS Hospital Heliport,47.803969,-103.26915,2083,NA,US,US-ND,Watford City,no,ND05,,ND05,,,
328077,ND25,small_airport,Prop Wash Field,48.064407,-102.907918,2340,NA,US,US-ND,Watford City,no,ND25,,ND25,,,
7949,15MN,small_airport,Tyler Farms Airport,45.26219940185550,-94.51069641113280,1185,NA,US,US-MN,Watkins,no,15MN,,15MN,,,
10012,32MN,small_airport,Don's Landing Field,45.36750030517580,-94.39939880371090,1140,NA,US,US-MN,Watkins,no,32MN,,32MN,,,
15682,9CO2,small_airport,Van Slyke Field,39.69609833,-104.4759979,5400,NA,US,US-CO,Watkins,no,9CO2,,9CO2,,,
46312,OA51,small_airport,Fighter Field Airport,40.206111,-83.228611,980,NA,US,US-OH,Watkins,no,OA51,,OA51,,,
12962,64NY,closed,Hemlock Run Airport,42.367298,-76.931097,1300,NA,US,US-NY,Watkins Glen,no,,,,,,64NY
23411,NY29,small_airport,Schuyler Airport,42.45199966430660,-76.9115982055664,870,NA,US,US-NY,Watkins Glen,no,NY29,,NY29,,,
20225,KJWG,small_airport,Watonga Regional Airport,35.86470032,-98.42079926,1550,NA,US,US-OK,Watonga,no,KJWG,,JWG,,,
334356,OL18,small_airport,Flying D Airport,35.788998,-98.597,1689,NA,US,US-OK,Watonga,no,OL18,,OL18,,,
1241,CKU7,small_airport,Watrous Airport,51.68713736,-105.362319946,1700,NA,CA,CA-SK,Watrous,no,CKU7,,CKU7,,https://en.wikipedia.org/wiki/Watrous_Airport,KU7
23293,NM75,small_airport,Doolittle Ranch Airport,35.8135986328125,-104.97000122070300,6550,NA,US,US-NM,Watrous,no,NM75,,NM75,,,
31401,FZJI,small_airport,Watsa Airport,3.016940116882320,29.559200286865200,3199,AF,CD,CD-OR,Watsa,no,FZJI,,,,,
13352,6LL8,closed,Songwood Inn Airport,40.792301,-87.725304,629,NA,US,US-IL,Watseka,no,,,,,,6LL8
15570,98LL,small_airport,Braden Farms Airport,40.799198150634800,-87.78359985351560,630,NA,US,US-IL,Watseka,no,98LL,,98LL,,,
18172,IS02,small_airport,Dietchweiler Airport,40.77840042114260,-87.79170227050780,640,NA,US,US-IL,Watseka,no,IS02,,IS02,,,
18241,IS89,heliport,Iroquois Memorial Hospital Heliport,40.7661018372,-87.73139953610000,677,NA,US,US-IL,Watseka,no,IS89,,IS89,,,
7089,0AR7,closed,Yancopin Airport,33.9501,-91.181198,150,NA,US,US-AR,Watson,no,,,,,,0AR7
7282,0LA9,small_airport,Rebel Field,30.586299896240200,-90.86150360107420,74,NA,US,US-LA,Watson,no,0LA9,,0LA9,,,
9763,2T2,small_airport,Percival Springs Airport,39.01390075683590,-88.53890228271480,550,NA,US,US-IL,Watson,no,2T2,,2T2,,,
21672,LS39,small_airport,Country Bend Airport,30.589399337768600,-90.9845962524414,49,NA,US,US-LA,Watson,no,LS39,,LS39,,,
22221,MO17,small_airport,Garst Airport,40.47919845581060,-95.64610290527340,905,NA,US,US-MO,Watson,no,MO17,,MO17,,,
1868,CYQH,medium_airport,Watson Lake Airport,60.11640167236330,-128.82200622558600,2255,NA,CA,CA-YT,Watson Lake,no,CYQH,YQH,,,https://en.wikipedia.org/wiki/Watson_Lake_Airport,
16596,CA65,heliport,Alta Vista Heliport,36.97050094604490,-121.86199951171900,480,NA,US,US-CA,Watsonville,no,CA65,,CA65,,,
16597,CA66,small_airport,Monterey Bay Academy Airport,36.90610122680660,-121.84300231933600,70,NA,US,US-CA,Watsonville,no,CA66,,CA66,,https://en.wikipedia.org/wiki/Monterey_Bay_Academy_Airport,
16818,CL99,heliport,Watsonville Community Hospital Heliport,36.939998626709000,-121.7760009765630,111,NA,US,US-CA,Watsonville,no,CL99,,CL99,,,
21384,KWVI,small_airport,Watsonville Municipal Airport,36.9356994629,-121.790000916,163,NA,US,US-CA,Watsonville,no,KWVI,WVI,WVI,,https://en.wikipedia.org/wiki/Watsonville_Municipal_Airport,
43840,LOIS,heliport,Swarovski Heliport,47.29471969604490,11.60016918182370,1818,EU,AT,AT-7,Wattens,no,,,,,,
327472,GB-0563,closed,RAF Watton Air Base,52.5621892,0.865384,,EU,GB,GB-ENG,Watton,no,,,,,,
9718,2PN0,small_airport,Strawberry Acres Airport,42.01530075073240,-79.81780242919920,1300,NA,US,US-PA,Wattsburg,no,2PN0,,2PN0,,,
18692,K3G1,small_airport,Erie County Airport,42.044498443603500,-79.85389709472660,1450,NA,US,US-PA,Wattsburg,no,K3G1,,3G1,,,
307290,AYWU,small_airport,Wau Airport,-7.345555555560000,146.718611111,3600,OC,PG,PG-SAN,Wau,no,AYWU,WUG,WAU,,"https://en.wikipedia.org/wiki/Wau_Airport,_Papua_New_Guinea",
30553,HSWW,medium_airport,Wau Airport,7.7258300781200000,27.9750003815,1529,AF,SS,SS-14,Wau,yes,HSWW,WUU,,,https://en.wikipedia.org/wiki/Wau_Airport,
21744,M49,seaplane_base,Jolly Fisherman Seaplane Base,47.143001556396500,-95.52890014648440,1499,NA,US,US-MN,Waubun,no,M49,,M49,,,
328221,YDFD,small_airport,Dexfield Park,-31.42166667,152.75833333,30,OC,AU,AU-NSW,Wauchope,no,YDFD,,,http://www.dexfieldpark.com,,
32738,YWAC,small_airport,Wauchope Airport,-20.640614,134.215276,1186,OC,AU,AU-NT,Wauchope,no,YWAC,WAU,,,,
19494,KCHN,small_airport,Wauchula Municipal Airport,27.51490020752,-81.880500793457,106,NA,US,US-FL,Wauchula,no,KCHN,,CHN,http://www.cityofwauchula.com/Pages/WauchulaFL_Airport/index,https://en.wikipedia.org/wiki/Main_Page,"FD06, F37"
14198,7LL1,heliport,Vista Medical Center West Heliport,42.35779953,-87.8656005859,700,NA,US,US-IL,Waukegan,no,7LL1,,7LL1,,,
14199,7LL2,heliport,Vista Medical Center-East Heliport,42.37860107421880,-87.83260345458980,624,NA,US,US-IL,Waukegan,no,7LL2,,7LL2,,,
13615,6WI8,heliport,Waukesha Memorial Hospital Heliport,43.01100158691410,-88.2427978515625,900,NA,US,US-WI,Waukesha,no,6WI8,,6WI8,,,
21288,KUES,small_airport,Waukesha County Airport,43.041000366211,-88.237098693848,911,NA,US,US-WI,Waukesha,no,KUES,UES,UES,https://www.waukeshacounty.gov/airport/,https://en.wikipedia.org/wiki/Waukesha_County_Airport,
23791,OK50,closed,Traynor Ranch Airport,36.3325,-97.893097,1220,NA,US,US-OK,Waukomis,no,,,,,,OK50
26323,Y01,small_airport,Waukon Municipal Airport,43.280498504639,-91.469497680664,1281,NA,US,US-IA,Waukon,no,Y01,UKN,Y01,,,
13498,6P3,small_airport,Waunakee Airport,43.1786994934082,-89.45130157470700,954,NA,US,US-WI,Waunakee,no,6P3,,6P3,,,
6572,00WI,small_airport,Northern Lite Airport,44.304298400878900,-89.05010223388670,860,NA,US,US-WI,Waupaca,no,00WI,,00WI,,,
12737,5WI7,heliport,Thedacare Medical Center Waupaca Heliport,44.345463,-89.076157,804,NA,US,US-WI,Waupaca,no,5WI7,,5WI7,,,Riverside Hospital Heliport
20813,KPCZ,small_airport,Waupaca Municipal Airport,44.33330154,-89.01979828,840,NA,US,US-WI,Waupaca,no,KPCZ,,PCZ,,,
25904,WS10,small_airport,Casey Lake Airport,44.40800094604490,-89.01589965820310,850,NA,US,US-WI,Waupaca,no,WS10,,WS10,,,
25703,WI07,small_airport,Waupun Airport,43.62220001220700,-88.76679992675780,940,NA,US,US-WI,Waupun,no,WI07,,WI07,,,
25969,WS75,heliport,Waupun Memorial Hospital Heliport,43.631401062,-88.74579620360000,910,NA,US,US-WI,Waupun,no,WS75,,WS75,,,
17023,CT68,heliport,Wauregan Heliport,41.75339889526370,-71.88760375976560,240,NA,US,US-CT,Wauregan,no,CT68,,CT68,,,
10197,36NE,small_airport,Frevert Airstrip,42.514198303222700,-97.58090209960940,1800,NA,US,US-NE,Wausa,no,36NE,,36NE,,,
7933,15FD,small_airport,Orange Hill Airport,30.65850067138670,-85.52989959716800,260,NA,US,US-FL,Wausau,no,15FD,,15FD,,,
9392,2FL0,small_airport,Crystal Village Airport,30.456899642944300,-85.68599700927730,113,NA,US,US-FL,Wausau,no,2FL0,,2FL0,,,
10876,3WI4,small_airport,Flying 'O' Airport,44.92359924316410,-89.40229797363280,1320,NA,US,US-WI,Wausau,no,3WI4,,3WI4,,,
12741,5WN8,small_airport,Knight Sky Airport,45.0323982239,-89.401802063,1475,NA,US,US-WI,Wausau,no,5WN8,,5WN8,,,
19326,KAUW,medium_airport,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201,NA,US,US-WI,Wausau,no,KAUW,AUW,AUW,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,https://en.wikipedia.org/wiki/Wausau_Downtown_Airport,
25959,WS65,heliport,Aspirus Wausau Hospital Heliport,44.966863,-89.666795,1226,NA,US,US-WI,Wausau,no,WS65,,WS65,,,
6555,00OH,closed,Exit 3 Airport,41.590476,-84.141583,785,NA,US,US-OH,Wauseon,no,,,,,,"64D, 00OH"
30554,KCHC,closed,Wauseon Airport,41.53860092163090,-84.13310241699220,751,NA,US,US-OH,Wauseon,no,KCHC,,CHC,,,
21302,KUSE,small_airport,Fulton County Airport,41.61009979248050,-84.127197265625,779,NA,US,US-OH,Wauseon,no,KUSE,,USE,,,
45698,OH73,heliport,41 Heliport,41.538875,-84.131322,725,NA,US,US-OH,Wauseon,no,OH73,,OH73,,,
21422,KY50,small_airport,Wautoma Municipal Airport,44.04159927368160,-89.30449676513670,859,NA,US,US-WI,Wautoma,no,KY50,,Y50,,,
9858,2WI3,heliport,Milwaukee County Medical Complex Heliport,43.041500091552700,-88.02310180664060,835,NA,US,US-WI,Wauwatosa,no,2WI3,,2WI3,,,
30555,FAWR,small_airport,Wavecrest Airport,-32.589698791503900,28.51919937133790,89,AF,ZA,ZA-EC,Wavecrest,no,FAWR,,,,,
13777,73NE,small_airport,Bornmann Field,41.02669906616210,-96.53060150146480,1180,NA,US,US-NE,Waverly,no,73NE,,73NE,,,
16512,C25,small_airport,Waverly Municipal Airport,42.742000579834000,-92.50789642333980,992,NA,US,US-IA,Waverly,no,C25,,C25,,,
18379,K0M5,small_airport,Humphreys County Airport,36.116600036621100,-87.73819732666020,756,NA,US,US-TN,Waverly,no,K0M5,,0M5,,,
19762,KEOP,small_airport,Pike County Airport,39.166900634765600,-82.9281997680664,660,NA,US,US-OH,Waverly,no,KEOP,,EOP,,,
8315,1GE9,small_airport,Waverly Landing Airport,32.71440124511720,-84.71810150146480,675,NA,US,US-GA,Waverly Hall,no,1GE9,,1GE9,,,
316465,WAN,small_airport,Waverney Airport,-25.3563,141.9254,570,OC,AU,AU-QLD,Waverney,no,,WAN,,,,
316464,AYWF,small_airport,Wawoi Falls Airport,-6.9523,142.6557,370,OC,PG,PG-WPD,Wavoi Falls,no,AYWF,WAJ,WWF,,,Wavwoi Falls
320440,CA-0614,closed,Wawa Lake Water Aerodrome,48,-84.760001,941,NA,CA,CA-ON,Wawa,no,,,NG8,,,Michipicoten
1971,CYXZ,medium_airport,Wawa Airport,47.96670150756840,-84.78669738769530,942,NA,CA,CA-ON,Wawa,no,CYXZ,YXZ,,,https://en.wikipedia.org/wiki/Wawa_Airport,
42150,MHWW,small_airport,Wawina Airport,15.41611099243160,-84.4736099243164,19,NA,HN,HN-GD,Wawina,no,MHWW,,,,,
41412,WAAL,small_airport,Ponggaluku Airport,-4.3166670799255,122.46666717529,43,AS,ID,ID-SG,Wawooru-Celebes Island,no,WAWL,,,,,WAAL
1246,CKV7,small_airport,Wawota Airport,49.8944823433,-102.03045845,2168,NA,CA,CA-SK,Wawota,no,CKV7,,CKV7,,https://en.wikipedia.org/wiki/Wawota_Airport,KV7
6628,01TX,small_airport,Mims Farm Ultralightport,32.38759994506840,-96.87750244140630,610,NA,US,US-TX,Waxahachie,no,01TX,,01TX,,,
6685,02TE,heliport,Baylor Medical Center Heliport,32.39540100097660,-96.86419677734380,560,NA,US,US-TX,Waxahachie,no,02TE,,02TE,,,
9086,25XS,small_airport,O'Brien Airpark,32.48649978637700,-96.84639739990230,650,NA,US,US-TX,Waxahachie,no,25XS,,25XS,,,
11892,51TE,small_airport,Barstool Ranch Airport,32.470192,-97.787119,546,NA,US,US-TX,Waxahachie,no,51TE,,51TE,,,
12022,54TA,small_airport,George P Shanks Airport,32.29970169067380,-96.87329864501950,610,NA,US,US-TX,Waxahachie,no,54TA,,54TA,,,
12798,60TA,closed,Air Ranch Estates Airport,32.3251,-96.947502,670,NA,US,US-TX,Waxahachie,no,,,,,,60TA
24768,TA60,small_airport,Hurn Airport,32.3942985534668,-96.77940368652340,555,NA,US,US-TX,Waxahachie,no,TA60,,TA60,,,
24880,TE72,closed,Haven Field,32.327099,-96.840201,595,NA,US,US-TX,Waxahachie,no,,,,,,TE72
6945,07NC,small_airport,Hawks Meadow Airport,34.83319854736330,-80.7511978149414,625,NA,US,US-NC,Waxhaw,no,07NC,,07NC,,,
330672,20NR,heliport,CHS Waxhaw Heliport,34.963055,-80.7635,588,NA,US,US-NC,Waxhaw,no,20NR,,20NR,,,
9602,2NC1,small_airport,Hawk's Knoll Airport,34.997398376464800,-80.8009033203125,695,NA,US,US-NC,Waxhaw,no,2NC1,,2NC1,,,
20611,KN52,small_airport,Jaars Townsend Airport,34.8638,-80.748001,602,NA,US,US-NC,Waxhaw,no,,,N52,,,NC18
17521,GA47,small_airport,Bivins Airport,31.185199737548800,-82.27349853515630,134,NA,US,US-GA,Waycross,no,GA47,,GA47,,,
17533,GA60,heliport,Memorial Satilla Health Heliport,31.224215,-82.347642,40,NA,US,US-GA,Waycross,no,GA60,,GA60,,,Satilla Regional Medical Center
19341,KAYS,small_airport,Waycross Ware County Airport,31.2490997314,-82.39550018310000,142,NA,US,US-GA,Waycross,no,KAYS,AYS,AYS,,https://en.wikipedia.org/wiki/Waycross-Ware_County_Airport,
10948,41C,small_airport,Calkins Field,42.69169998168950,-85.6458969116211,740,NA,US,US-MI,Wayland,no,41C,,41C,,,
11293,49MI,heliport,Tegethoff Heliport,42.638301849365200,-85.58439636230470,770,NA,US,US-MI,Wayland,no,49MI,,49MI,,,
13436,6NJ3,heliport,Wayne Office Helistop,40.97930145263670,-74.2509994506836,406,NA,US,US-NJ,Wayne,no,6NJ3,,6NJ3,,,
20324,KLCG,small_airport,Wayne Municipal Airport,42.24190139770510,-96.98139953613280,1431,NA,US,US-NE,Wayne,no,KLCG,,LCG,,,
8140,19IS,small_airport,Skillet Fork Farm Airport,38.2958984375,-88.55699920654300,430,NA,US,US-IL,Wayne City,no,19IS,,19IS,,,
9413,2GE1,heliport,Burke County Hospital Heliport,33.08440017700200,-82.01309967041020,264,NA,US,US-GA,Waynesboro,no,2GE1,,2GE1,,,
10470,3GA7,small_airport,Rhodes Air Ranch Airport,33.162498474121100,-81.76830291748050,195,NA,US,US-GA,Waynesboro,no,3GA7,,3GA7,,,
17524,GA51,heliport,Vogtle Electric Generating Plant Heliport,33.12519836425780,-81.74539947509770,130,NA,US,US-GA,Waynesboro,no,GA51,,GA51,,,
17591,GE30,small_airport,Sandy Hill Airport,33.221099853515600,-81.99530029296880,310,NA,US,US-GA,Waynesboro,no,GE30,,GE30,,,
18613,K2R0,small_airport,Waynesboro Municipal Airport,31.645999908447300,-88.63480377197270,164,NA,US,US-MS,Waynesboro,no,K2R0,,2R0,,,
19426,KBXG,small_airport,Burke County Airport,33.04130172729490,-82.00270080566410,302,NA,US,US-GA,Waynesboro,no,KBXG,,BXG,,,
24165,PN58,small_airport,Bittner/Whitsel Airport,39.742698669433600,-77.52680206298830,760,NA,US,US-PA,Waynesboro,no,PN58,,PN58,,,
25569,W13,small_airport,Eagle's Nest Airport,38.07709884643560,-78.94419860839840,1437,NA,US,US-VA,Waynesboro,no,W13,,W13,,,
21369,KWAY,small_airport,Greene County Airport,39.90010071,-80.13310242,1069,NA,US,US-PA,Waynesburg,no,KWAY,WAY,WAY,,https://en.wikipedia.org/wiki/Greene_County_Airport_(Pennsylvania),
9675,2OH9,small_airport,Caesar Creek Soaring Club Gliderport,39.4767,-84.093803,940,NA,US,US-OH,Waynesville,no,2OH9,,2OH9,,,
9676,2OI2,small_airport,Air Jordan Airport,39.561100006103500,-84.0519027709961,920,NA,US,US-OH,Waynesville,no,2OI2,,2OI2,,,
10917,40I,small_airport,Red Stewart Airfield,39.50529861450200,-84.12190246582030,955,NA,US,US-OH,Waynesville,no,40I,,40I,,,
45712,43OA,small_airport,Anderson Airfield,39.581422,-84.092783,940,NA,US,US-OH,Waynesville,no,43OA,,43OA,,,Bellbrook
45505,MU78,small_airport,Taylor Field,37.847964,-92.188933,1022,NA,US,US-MO,Waynesville,no,MU78,,MU78,,,
8380,1K5,small_airport,Waynoka Municipal Airport,36.56669998168950,-98.85230255126950,1543,NA,US,US-OK,Waynoka,no,1K5,,1K5,,,
13550,6TE7,small_airport,Mc Neill Ranch Airport,34.837600708,-101.57900238,3413,NA,US,US-TX,Wayside,no,6TE7,,6TE7,,,
25925,WS31,small_airport,Otto-Gibbons Airport,44.277801513671900,-87.94450378417970,850,NA,US,US-WI,Wayside,no,WS31,,WS31,,,
322803,US-0522,seaplane_base,Wayzata Bay Landing Seaplane Base,44.9538889,-93.503889,930,NA,US,US-MN,Wayzata,no,MN37,,MN37,,,
316476,AYXW,small_airport,Weam Airport,-8.6184,141.1381,50,OC,PG,PG-WPD,Weam,no,AYXW,WEP,WEAM,,,
7010,08TX,small_airport,Cross Wind Airport,32.85820007324220,-97.74749755859380,1040,NA,US,US-TX,Weatherford,no,08TX,,08TX,,,
9775,2TA9,small_airport,A M I G O For Christ Airport,32.660400390625,-97.84200286865230,840,NA,US,US-TX,Weatherford,no,2TA9,,2TA9,,,
9803,2TS7,heliport,Jamak Fabrication Heliport,32.78120040893560,-97.81639862060550,1050,NA,US,US-TX,Weatherford,no,2TS7,,2TS7,,,
10118,34TX,heliport,Buckmaster Heliport,32.62710189819340,-97.78359985351560,920,NA,US,US-TX,Weatherford,no,34TX,,34TX,,,
12024,54TS,small_airport,J Bar Wc Ranch Airport,32.81119918823240,-99.85179901123050,1235,NA,US,US-TX,Weatherford,no,54TS,,54TS,,,
12194,58TX,small_airport,Tailspin Estates Airport,32.65119934082030,-97.93360137939450,830,NA,US,US-TX,Weatherford,no,58TX,,58TX,,,
13540,6TA7,small_airport,Flying K Airport,32.82849884033200,-97.77950286865230,1150,NA,US,US-TX,Weatherford,no,6TA7,,6TA7,,,
15588,98TA,heliport,Weatherford Regional Medical Center Heliport,32.74810028076170,-97.7842025756836,1050,NA,US,US-TX,Weatherford,no,98TA,,98TA,,,
15636,99XS,closed,Sam Little International Airport,32.683498,-97.805602,900,NA,US,US-TX,Weatherford,no,,,,,,99XS
17192,F78,small_airport,Horseshoe Bend Airport,32.572898864746100,-97.87249755859380,715,NA,US,US-TX,Weatherford,no,F78,,F78,,,
20730,KOJA,small_airport,Thomas P Stafford Airport,35.5448,-98.668503,1605,NA,US,US-OK,Weatherford,no,KOJA,,OJA,,,F91
24727,TA19,small_airport,Post Oak Airfield,32.674598693847700,-97.78359985351560,1020,NA,US,US-TX,Weatherford,no,TA19,,TA19,,,
24762,TA54,closed,Clear Fork Ranch Heliport,32.733299,-97.646698,850,NA,US,US-TX,Weatherford,no,,,,,,TA54
24901,TE93,heliport,Staggs Heliport,32.77180099487310,-97.73999786376950,1050,NA,US,US-TX,Weatherford,no,TE93,,TE93,,,
327257,US-0862,heliport,Air Evac 122 Heliport,35.539863,-98.662363,1595,NA,US,US-OK,Weatherford,no,4OK1,,4OK1,,,
328427,US-0908,small_airport,Peaster 01 Airport,32.850488,-97.862247,1247,NA,US,US-TX,Weatherford,no,XS53,,XS53,,,
25695,WEA,small_airport,Parker County Airport,32.7462997437,-97.6824035645,990,NA,US,US-TX,Weatherford,no,KWEA,WEA,WEA,,,
26211,XA86,small_airport,Driftwood Ranch Airport,32.56700134277340,-97.80480194091800,710,NA,US,US-TX,Weatherford,no,XA86,,XA86,,,
7498,0PS2,heliport,Marian Heliport,40.989498138427700,-75.75129699707030,1285,NA,US,US-PA,Weatherly,no,0PS2,,0PS2,,,
15147,8PA3,small_airport,Deer Meadows Airstrip,40.99589920043950,-75.7405014038086,1210,NA,US,US-PA,Weatherly,no,8PA3,,8PA3,,,
24252,PS12,small_airport,Grover Airport,40.91680145263670,-75.86630249023440,1223,NA,US,US-PA,Weatherly,no,PS12,,PS12,,,
